,all_frac,best_frac,best_match,best_match_dk,entropy,idx,n_matches,top_occurence,w
2463,0.1564625850340136,0.30423280423280424,Culture,kunst _musik_museum_kulturpol,2.1473646425495025,1882,378,735,mads
2464,0.05,0.25,Environment, klima_ miljø _ naturen ,1.9273921261392741,3816,16,80,daniel
2465,0.09090909090909091,1.0,Science,forskning_ universitet_videregående udd,0.0,4703,1,11,panelet
2466,0.5128205128205128,0.8,Culture,kunst _musik_museum_kulturpol,0.6004829082458254,3311,25,39,humør
2467,1.515625,0.8899082568807339,Culture,kunst _musik_museum_kulturpol,0.49140881253922813,2009,109,64,sjov
2468,0.9569871917415408,0.9256656804733728,Culture,kunst _musik_museum_kulturpol,0.4214343732727927,1293,5408,5231,folkemødet
2469,0.3867298578199052,0.4500330906684315,Culture,kunst _musik_museum_kulturpol,1.2543390640938883,901,4533,5275,bornholm
2470,0.18043117744610282,0.9006622516556292,Culture,kunst _musik_museum_kulturpol,0.5011826865966188,446,1208,6030,deltage
2471,1.6179183135704875,0.8353741496598639,Health, sundhed,0.8019690795600165,1548,1470,759,dør
2472,0.04964539007092199,0.25925925925925924,Science,forskning_ universitet_videregående udd,2.0631641386605746,1501,27,141,kolleger
2473,0.013888888888888888,0.3333333333333333,Science,forskning_ universitet_videregående udd,1.310783678099714,3695,9,216,kiggede
2474,0.14285714285714285,0.5,Culture,kunst _musik_museum_kulturpol,1.242453324894,2808,6,21,præsentere
2475,0.2786885245901639,0.6071428571428571,Culture,kunst _musik_museum_kulturpol,1.4143169472906085,1547,56,122,fine
2476,0.06796116504854369,0.35,Health, sundhed,1.496415934940139,4734,20,103,valgplakater
2477,0.08,1.0,Science,forskning_ universitet_videregående udd,0.0,5471,2,25,sød
2478,0.004739336492890996,0.5,Science,forskning_ universitet_videregående udd,0.6931471805599453,2919,2,211,tænkte
2479,0.16666666666666666,0.5,Science,forskning_ universitet_videregående udd,0.6931471805599453,5414,2,6,haven
2480,5.752873563218391,0.9813725490196078,Science,forskning_ universitet_videregående udd,0.12726221852545688,5607,1020,174,ruc
2481,1.2717569786535303,0.7265478424015009,Environment, klima_ miljø _ naturen ,1.0664525706742372,884,2132,1218,håb
2482,0.2638888888888889,0.6627906976744186,Culture,kunst _musik_museum_kulturpol,1.2613139087959395,1160,86,216,viste
2483,0.32608695652173914,0.6818181818181818,Culture,kunst _musik_museum_kulturpol,1.0318204422829809,1621,22,46,fin
2484,0.08695652173913043,0.3333333333333333,Environment, klima_ miljø _ naturen ,1.5607104090414063,1845,6,23,enormt
2485,5.118299445471349,0.9871657754010695,Culture,kunst _musik_museum_kulturpol,0.0932143443953898,886,5610,1082,fremragende
2486,0.08140192198982477,0.5294117647058824,Health, sundhed,1.586351795337065,1416,272,1769,kommentarer
2487,0.1402439024390244,0.27710843373493976,Culture,kunst _musik_museum_kulturpol,1.8408267785279262,2722,83,164,hurra
2488,0.8628048780487805,0.9417637271214643,Culture,kunst _musik_museum_kulturpol,0.3311915482560867,1890,601,656,arrangementer
2489,0.2708333333333333,0.7913043478260869,Culture,kunst _musik_museum_kulturpol,0.9643937157892519,5439,115,336,allinge
2490,0.31275720164609055,0.8085106382978723,Culture,kunst _musik_museum_kulturpol,0.9127353669694784,3739,94,243,telt
2491,0.015103338632750398,0.18719211822660098,Religion, religi_ værdipol,2.2645036864123806,958,406,5032,medierne
2492,0.7737384698860553,0.4739115985377202,EU, EU _ eu,1.1582518805023794,2507,3009,1843,auken
2493,0.5878787878787879,0.43015521064301554,Environment, klima_ miljø _ naturen ,1.4327417438644912,3230,902,660,ida
2494,0.10869565217391304,1.0,Science,forskning_ universitet_videregående udd,0.0,4155,5,46,savne
2495,0.0962962962962963,0.5,Education,undervis_folkeskole_ungdomsuddan,1.5822638334597992,1309,26,135,hel
2496,0.2087912087912088,0.4,Social policy,fattig_socialt udsat_socialminis_svageste,1.789307405930349,1084,95,182,vær
2497,0.9562043795620438,0.6787564766839378,Science,forskning_ universitet_videregående udd,1.248260100032071,4450,193,137,tørnæs
2498,0.057692307692307696,0.6,Science,forskning_ universitet_videregående udd,0.9502705392332347,4180,5,52,opbakningen
2499,0.09090909090909091,0.5,Science,forskning_ universitet_videregående udd,0.6931471805599453,2771,2,11,støttet
2500,0.6226415094339622,0.7252747252747253,Education,undervis_folkeskole_ungdomsuddan,1.0757153141831646,5004,91,106,frederiksborg
2501,0.2716049382716049,0.6666666666666666,Education,undervis_folkeskole_ungdomsuddan,0.9231699286399812,3285,33,81,lærte
2502,0.15306122448979592,0.42134831460674155,Religion, religi_ værdipol,1.6058221861420507,831,178,490,talte
2503,0.021929824561403508,0.22727272727272727,Education,undervis_folkeskole_ungdomsuddan,1.8708180924624371,2200,22,228,prøvet
2504,0.3508771929824561,0.5263157894736842,Environment, klima_ miljø _ naturen ,1.6354588675055028,904,114,171,nogensinde
2505,0.07547169811320754,0.24,Culture,kunst _musik_museum_kulturpol,1.994300703461059,3221,50,159,erne
2506,0.5062761506276151,0.6126582278481013,EU, EU _ eu,1.0534654535490886,1454,395,478,sejr
2507,0.40384615384615385,0.6774193548387096,Culture,kunst _musik_museum_kulturpol,1.0225436729818507,3291,31,52,sjove
2508,0.2,0.5,Science,forskning_ universitet_videregående udd,0.6931471805599453,2498,2,5,deltaget
2509,0.2842025699168556,0.912621359223301,Culture,kunst _musik_museum_kulturpol,0.4355233418422208,1224,412,1323,arrangement
2510,0.04601769911504425,0.5241935483870968,Culture,kunst _musik_museum_kulturpol,1.6857481421110296,173,248,2825,høre
2511,0.07479045776918117,0.3972602739726027,Environment, klima_ miljø _ naturen ,1.9053088835588903,1790,292,1551,sfs
2512,0.04,0.2727272727272727,Science,forskning_ universitet_videregående udd,1.5465986860485124,3712,11,75,rørt
2513,0.13250517598343686,0.4413793103448276,Health, sundhed,1.5108147371836271,1062,145,483,ps
2514,0.06060606060606061,0.5,Religion, religi_ værdipol,1.0397207708399179,1911,4,33,fulde
2515,2.4014598540145986,0.875,Economy, økonom_ vækst,0.5527119095668899,1543,376,137,overskud
2516,3.89247311827957,0.9427083333333334,Science,forskning_ universitet_videregående udd,0.30121713239680237,1183,384,93,optaget
2517,0.3855072463768116,0.4375,Crime,kriminal_kriminel,1.334951950281397,2894,304,345,rådhus
2518,0.0625,0.42962962962962964,Culture,kunst _musik_museum_kulturpol,1.7356896286323955,1509,135,928,følg
2519,0.06143344709897611,0.3157894736842105,Culture,kunst _musik_museum_kulturpol,1.7795480621186839,2392,57,293,twitter
2520,0.25675675675675674,0.3584905660377358,Culture,kunst _musik_museum_kulturpol,1.7906845927662467,3368,53,74,mikkel
2521,0.1984126984126984,0.6097560975609756,Culture,kunst _musik_museum_kulturpol,1.0235531540418439,3468,41,126,kage
2522,1.0096685082872927,0.6615384615384615,Environment, klima_ miljø _ naturen ,1.124111786058473,1389,1105,724,visioner
2523,0.06666666666666667,1.0,Science,forskning_ universitet_videregående udd,0.0,3874,1,15,repræsentere
2524,0.5712589073634204,0.4524929444967074,Crime,kriminal_kriminel,1.5825604948889416,2496,2126,1684,amager
2525,0.3673469387755102,0.4090909090909091,Education,undervis_folkeskole_ungdomsuddan,1.4720080653268797,3809,44,49,dsu
2526,0.3801526717557252,0.6669642857142857,Culture,kunst _musik_museum_kulturpol,1.3608592436234859,474,1120,1965,fortæller
2527,0.09135039717563989,0.4780600461893764,Culture,kunst _musik_museum_kulturpol,1.8499997079564894,1074,433,2266,historien
2528,0.026729559748427674,0.22666666666666666,Religion, religi_ værdipol,1.9792454085247149,989,75,636,skrev
2529,0.20451977401129945,0.6262975778546713,Culture,kunst _musik_museum_kulturpol,1.3374899986336461,1568,289,885,læst
2530,0.5727272727272728,0.43209876543209874,Environment, klima_ miljø _ naturen ,1.3733565461620307,1693,729,550,vision
2531,0.8333333333333334,0.7506702412868632,Environment, klima_ miljø _ naturen ,0.7091249805209001,5207,373,336,niko
2532,0.36,0.6923076923076923,Culture,kunst _musik_museum_kulturpol,0.8305178252872478,3876,13,25,blir
2533,0.11323529411764706,0.5923076923076923,Social policy,fattig_socialt udsat_socialminis_svageste,1.2773511190501923,1700,130,680,mød
2534,0.13274336283185842,0.3,Education,undervis_folkeskole_ungdomsuddan,1.7857231931198019,1680,50,113,kloge
2535,1.0625,0.8095238095238095,Education,undervis_folkeskole_ungdomsuddan,0.6849547610531581,2529,21,16,engageret
2536,0.15510204081632653,0.2814814814814815,Culture,kunst _musik_museum_kulturpol,2.181155126610095,1267,135,245,bla
2537,0.41674047829938,0.42968036529680365,Religion, religi_ værdipol,1.1280206804522865,1696,2190,2258,fejrer
2538,0.05398671096345515,0.4513888888888889,Foreign affairs,udenrig_ forsvaret _militær,1.3638163921259714,1064,144,1204,mødet
2539,1.1561461794019934,0.883248730964467,Education,undervis_folkeskole_ungdomsuddan,0.5815509838821232,4069,394,301,hørsholm
2540,0.8564593301435407,0.927461139896373,Education,undervis_folkeskole_ungdomsuddan,0.4102548140933638,2958,386,418,rudersdal
2541,0.40117994100294985,0.47419804741980476,Economy, økonom_ vækst,1.4037243717081302,2655,1434,1695,frederikssund
2542,0.5606060606060606,0.6646706586826348,Education,undervis_folkeskole_ungdomsuddan,1.172690259560627,4611,167,198,allerød
2543,0.2610062893081761,0.3126177024482109,EU, EU _ eu,1.9157984818064406,2908,531,636,krydser
2544,0.2265625,0.3684210526315789,Environment, klima_ miljø _ naturen ,2.0577341637371016,2044,551,896,steen
2545,0.20134604598990466,0.4911080711354309,Foreign affairs,udenrig_ forsvaret _militær,1.5398295492055152,2423,731,1783,fogh
2546,0.11663807890222985,0.31627906976744186,Economy, økonom_ vækst,1.9309090181136088,2601,215,583,mors
2547,0.4666666666666667,0.506578947368421,Environment, klima_ miljø _ naturen ,1.648374222082321,6388,152,165,gjerding
2548,0.017241379310344827,0.3333333333333333,Culture,kunst _musik_museum_kulturpol,1.3296613488547582,1844,6,116,glemmer
2549,0.07964601769911504,0.3,Immigration,indvandr_flygt_udlænding,1.985231411071863,3618,30,113,koldt
2550,0.06684491978609626,0.1773049645390071,Education,undervis_folkeskole_ungdomsuddan,2.406409774523479,1056,141,374,dårlige
2551,0.3868421052631579,0.5697674418604651,Culture,kunst _musik_museum_kulturpol,1.0076391724987583,892,258,380,eftermiddag
2553,0.15778251599147122,0.3425925925925926,Social policy,fattig_socialt udsat_socialminis_svageste,1.6966710360728356,2415,216,469,station
2555,0.033773087071240104,0.2612244897959184,Science,forskning_ universitet_videregående udd,2.165060534431701,821,245,1895,lytte
2556,0.014313239746765759,0.27225130890052357,Crime,kriminal_kriminel,2.2342069974908365,1288,191,3633,andersen
2557,0.35081148564294634,0.44603174603174606,Science,forskning_ universitet_videregående udd,1.5706359671028243,1507,630,801,konference
2558,0.7192982456140351,0.358600583090379,Culture,kunst _musik_museum_kulturpol,1.5005688699175093,2030,343,171,center
2559,0.5365853658536586,0.4782608695652174,Foreign affairs,udenrig_ forsvaret _militær,1.3180775415548864,2945,46,41,forum
2560,0.21597833446174677,0.5962616822429907,Culture,kunst _musik_museum_kulturpol,1.2372733445707038,1020,535,1477,link
2561,0.4841897233201581,0.651595744680851,Culture,kunst _musik_museum_kulturpol,1.2840955520135597,1840,376,506,løb
2562,0.37254901960784315,0.5507246376811594,Social policy,fattig_socialt udsat_socialminis_svageste,1.3121599398357167,2449,207,306,foreninger
2563,0.09140369967355821,0.3218390804597701,EU, EU _ eu,1.7963216582751702,1111,261,919,enhedslistens
2564,0.2325886990801577,0.5636942675159236,Religion, religi_ værdipol,1.5793676873224398,1257,314,761,kalde
2565,0.05263157894736842,0.6666666666666666,Science,forskning_ universitet_videregående udd,0.6365141682948128,2307,3,38,daglige
2566,5.257142857142857,0.9857142857142858,Science,forskning_ universitet_videregående udd,0.090212299609325,5151,560,105,cbs
2568,0.18786127167630057,0.5439330543933054,Culture,kunst _musik_museum_kulturpol,1.5285873331565079,674,239,692,løbet
2569,0.7419354838709677,0.934375,Culture,kunst _musik_museum_kulturpol,0.34657660062124246,1639,320,403,nåede
2571,0.2767552828902522,0.5538881309686221,Social policy,fattig_socialt udsat_socialminis_svageste,1.4022003262937808,655,733,1467,foran
2572,0.40625,0.6842105263157895,Religion, religi_ værdipol,1.0160085311135825,3670,19,32,kærligheden
2573,0.4747859181731684,0.6514360313315927,Economy, økonom_ vækst,1.2842222728439519,993,766,1051,virkelighed
2574,0.26849894291754756,0.7383720930232558,Economy, økonom_ vækst,0.9051927209629848,1598,172,473,forholde
2575,0.017391304347826087,0.5,Culture,kunst _musik_museum_kulturpol,1.0397207708399179,1459,4,115,travlt
2576,0.02858551010349926,0.43609022556390975,Culture,kunst _musik_museum_kulturpol,1.7720686924348719,1128,133,2029,spurgte
2577,0.22727272727272727,0.3125,Culture,kunst _musik_museum_kulturpol,2.132859906868323,3546,432,594,vestegnen
2578,2.2841726618705036,0.667016806722689,Culture,kunst _musik_museum_kulturpol,0.7962233928873858,1752,952,278,vild
2579,0.2995202193283071,0.6454948301329394,Culture,kunst _musik_museum_kulturpol,1.3039838392681178,619,2708,5836,maj
2580,0.05642633228840126,0.2857142857142857,Immigration,indvandr_flygt_udlænding,1.8986503808083124,1613,63,319,føle
2581,0.007421993335352923,0.22072072072072071,Health, sundhed,2.019282259908636,232,222,6602,dele
2582,0.046620046620046623,0.38461538461538464,Health, sundhed,1.9777976789420506,1524,52,429,ordet
2583,0.21991701244813278,0.6973684210526315,Culture,kunst _musik_museum_kulturpol,1.1618278030688973,1120,76,241,igår
2584,0.14285714285714285,0.6,Culture,kunst _musik_museum_kulturpol,0.9502705392332347,2829,10,42,imponeret
2585,0.18181818181818182,0.3333333333333333,Science,forskning_ universitet_videregående udd,1.3296613488547582,3842,6,11,glæden
2586,0.36363636363636365,0.5517241379310345,Science,forskning_ universitet_videregående udd,1.5146861055007865,6267,29,44,praktikant
2587,2.0,0.8739693757361602,Foreign affairs,udenrig_ forsvaret _militær,0.6193215832639447,1858,1698,742,gade
2588,0.030470914127423823,0.16923076923076924,Economy, økonom_ vækst,2.317553968872571,851,65,361,tydeligt
2589,0.058823529411764705,0.2857142857142857,Science,forskning_ universitet_videregående udd,1.5498260458782016,3884,7,34,meldte
2590,0.33146067415730335,0.46825396825396826,EU, EU _ eu,1.6817639970708302,3636,126,178,svend
2591,0.031578947368421054,0.15625,EU, EU _ eu,2.484191544749087,3983,96,475,annette
2592,0.03435114503816794,0.17307692307692307,Health, sundhed,2.3074536328929796,610,156,786,præcis
2593,0.09777777777777778,0.7586206896551724,Crime,kriminal_kriminel,0.831154056939491,2181,29,225,ked
2594,0.009950248756218905,0.3333333333333333,Science,forskning_ universitet_videregående udd,1.329661348854758,2982,6,201,arbejdede
2595,0.056142034548944335,0.36,Science,forskning_ universitet_videregående udd,1.9005352773309627,1951,325,2084,træffe
2596,0.5121951219512195,0.7777777777777778,Environment, klima_ miljø _ naturen ,0.805806937922988,1868,27,41,melde
2597,0.36941964285714285,0.6268939393939394,Culture,kunst _musik_museum_kulturpol,0.9898504832688941,1196,528,896,anledning
2598,0.08823529411764706,0.4,Science,forskning_ universitet_videregående udd,1.5292482930376912,1625,15,68,modtaget
2599,0.21904761904761905,0.575,Environment, klima_ miljø _ naturen ,1.4570007680245944,1879,40,105,sprede
2600,0.11919504643962849,0.3793103448275862,Culture,kunst _musik_museum_kulturpol,1.8180563449447762,1419,203,646,hjemmeside
2601,0.038385826771653545,0.3939393939393939,Science,forskning_ universitet_videregående udd,2.1185936801559797,2342,99,1016,jørgen
2602,0.014450867052023121,0.2,Science,forskning_ universitet_videregående udd,1.9759542051837624,2827,25,346,mf
2603,0.03125,0.14285714285714285,Culture,kunst _musik_museum_kulturpol,2.3756465481342484,5259,21,96,stemsf
2604,0.447503671071953,0.4643809523809524,Crime,kriminal_kriminel,1.3175094911537302,1378,2625,2724,byens
2606,0.17647058823529413,0.5,Science,forskning_ universitet_videregående udd,1.0114042647073516,2939,6,17,siddet
2607,0.05,1.0,Science,forskning_ universitet_videregående udd,0.0,7537,1,20,ydmyg
2608,0.09090909090909091,1.0,Science,forskning_ universitet_videregående udd,0.0,8383,1,11,valgresultat
2609,2.943342776203966,0.8840045377197958,Culture,kunst _musik_museum_kulturpol,0.5332156523338974,1574,3526,1059,spille
2610,0.7230769230769231,0.8867924528301887,Culture,kunst _musik_museum_kulturpol,0.5036970833141494,3399,53,65,team
2611,0.08695652173913043,0.4,Science,forskning_ universitet_videregående udd,1.0549201679861442,3875,5,23,folketingskandidater
2612,0.1111111111111111,0.5714285714285714,Culture,kunst _musik_museum_kulturpol,1.252762968495368,3682,14,72,nyd
2613,0.08695652173913043,0.6666666666666666,Science,forskning_ universitet_videregående udd,0.6365141682948128,2729,3,23,årene
2614,0.25,1.0,Science,forskning_ universitet_videregående udd,0.0,5053,1,4,karriere
2615,0.26851851851851855,0.34523809523809523,Economy, økonom_ vækst,1.9531240969732064,5716,84,108,erling
2616,0.10204081632653061,0.5,Crime,kriminal_kriminel,1.1682824501765625,1529,10,49,tidligt
2617,0.16142918639690057,0.4851228978007762,Culture,kunst _musik_museum_kulturpol,1.7612639224705247,2306,773,2323,øl
